startupId,startupName,searchEngine,searchQuery,candidateURL,candidateDomain,candidateTitle,candidateType,score,scoreStatus,searchStatus,manualDecision,notes
6a4f4b45e4b061f5feded1ec,SHIVAKHYA INFRA PRIVATE LIMITED,Google,"""SHIVAKHYA INFRA PRIVATE LIMITED"" Nagpur official website",https://www.zaubacorp.com/company-by-address/110-SHRI-RAM-NAGAR-RING-ROAD-NAGPUR-NAGPUR-MAHARASHTRA-INDIA-440034,zaubacorp.com,110 SHRI RAM NAGAR RING ROAD NAGPUR ... ZaubaCorp https://www.zaubacorp.com › company-by-address › 1...,DIRECTORY,0,DIRECTORY,SUCCESS,,
6a4f4b45e4b061f5feded1ec,SHIVAKHYA INFRA PRIVATE LIMITED,Google,"""SHIVAKHYA INFRA PRIVATE LIMITED"" Nagpur official website","https://www.zaubacorp.com/company-by-address/110-SHRI-RAM-NAGAR-RING-ROAD-NAGPUR-NAGPUR-MAHARASHTRA-INDIA-440034#:~:text=Previous&text=Regulatory%20%26%20Government,Copyright%20%C2%A9%202026%20Zauba%20Corp.",zaubacorp.com,Read more,DIRECTORY,0,DIRECTORY,SUCCESS,,
6a4f4b45e4b061f5feded1ec,SHIVAKHYA INFRA PRIVATE LIMITED,Google,"""SHIVAKHYA INFRA PRIVATE LIMITED"" Nagpur official website",https://www.zaubacorp.com/company-by-address/A-7-RAMKRUSHNA-NAGAR-NAGPUR-NAGPUR-MAHARASHTRA-440034-INDIA,zaubacorp.com,Companies at address A 7 RAMKRUSHNA NAGAR ... ZaubaCorp https://www.zaubacorp.com › company-by-address › A...,DIRECTORY,0,DIRECTORY,SUCCESS,,
6a4f4b45e4b061f5feded1ec,SHIVAKHYA INFRA PRIVATE LIMITED,Google,"""SHIVAKHYA INFRA PRIVATE LIMITED"" Nagpur official website","https://www.zaubacorp.com/company-by-address/A-7-RAMKRUSHNA-NAGAR-NAGPUR-NAGPUR-MAHARASHTRA-440034-INDIA#:~:text=Previous&text=Regulatory%20%26%20Government,Copyright%20%C2%A9%202026%20Zauba%20Corp.",zaubacorp.com,Read more,DIRECTORY,0,DIRECTORY,SUCCESS,,
6a4f4b45e4b061f5feded1ec,SHIVAKHYA INFRA PRIVATE LIMITED,Google,"""SHIVAKHYA INFRA PRIVATE LIMITED"" Nagpur official website",https://www.zaubacorp.com/company-by-address/32--CHANDRA-NAGAR-NAGPUR-NAGPUR-NAGPUR-MAHARASHTRA-440008-INDIA,zaubacorp.com,Companies at address 32 CHANDRA NAGAR NAGPUR ... ZaubaCorp https://www.zaubacorp.com › company-by-address › 3...,DIRECTORY,0,DIRECTORY,SUCCESS,,
6a4f4b45e4b061f5feded1ec,SHIVAKHYA INFRA PRIVATE LIMITED,Google,"""SHIVAKHYA INFRA PRIVATE LIMITED"" Nagpur official website",https://www.zaubacorp.com/company-by-address/32--CHANDRA-NAGAR-NAGPUR-NAGPUR-NAGPUR-MAHARASHTRA-440008-INDIA#:~:text=Previous,zaubacorp.com,Read more,DIRECTORY,0,DIRECTORY,SUCCESS,,
6a4f3e36e4b061f5fedeca61,UNIVERSAL REALTY FARM &amp; RESORT (OPC) PRIVATE LIMITED,Google,"""UNIVERSAL REALTY FARM &amp; RESORT (OPC) PRIVATE LIMITED"" Nagpur official website",https://www.indiafilings.com/search/universal-realty-farm-resort-opc-private-limited-cin-U68200MH2025OPC462562,indiafilings.com,IndiaFilings,DIRECTORY,0,DIRECTORY,SUCCESS,,
6a4f3e36e4b061f5fedeca61,UNIVERSAL REALTY FARM &amp; RESORT (OPC) PRIVATE LIMITED,Google,"""UNIVERSAL REALTY FARM &amp; RESORT (OPC) PRIVATE LIMITED"" Nagpur official website",https://www.zaubacorp.com/companies-UNIVERSA-11,zaubacorp.com,ZaubaCorp,DIRECTORY,0,DIRECTORY,SUCCESS,,
6a4f3e36e4b061f5fedeca61,UNIVERSAL REALTY FARM &amp; RESORT (OPC) PRIVATE LIMITED,Google,"""UNIVERSAL REALTY FARM &amp; RESORT (OPC) PRIVATE LIMITED"" Nagpur official website",https://www.facebook.com/BusinessNetworks.in/videos/become-a-franchise-manager-with-universal-realty-farm-resort-pvt-ltdfranchise-fe/1464390965276524/,facebook.com,,DIRECTORY,0,DIRECTORY,SUCCESS,,
6a4f3e36e4b061f5fedeca61,UNIVERSAL REALTY FARM &amp; RESORT (OPC) PRIVATE LIMITED,Google,"""UNIVERSAL REALTY FARM &amp; RESORT (OPC) PRIVATE LIMITED"" Nagpur official website",https://universalrealty.co.in/,universalrealty.co.in,Universal realty universalrealty.co.in https://universalrealty.co.in,WEBSITE,85,"STRONG_CANDIDATE|company_name_in_domain,company_name_in_title",SUCCESS,,
6a4f3e36e4b061f5fedeca61,UNIVERSAL REALTY FARM &amp; RESORT (OPC) PRIVATE LIMITED,Google,"""UNIVERSAL REALTY FARM &amp; RESORT (OPC) PRIVATE LIMITED"" Nagpur official website",https://www.falconebiz.com/company/UNIVERSAL-REALTY-FARM-RESORT-OPC-PRIVATE-LIMITED-U68200MH2025OPC462562,falconebiz.com,universal realty farm & resort (opc) private limited Falcon Ebiz Pvt Ltd https://www.falconebiz.com › ... › NAGPUR › 441102,WEBSITE,35,POSSIBLE_CANDIDATE|company_name_in_title,SUCCESS,,
