startupId,startupName,originalWebsite,errorType,searchStatus,queriesAttempted,queriesWithResults,candidate1Title,candidate1URL,candidate1Domain,candidate1Query,candidate2Title,candidate2URL,candidate2Domain,candidate2Query,candidate3Title,candidate3URL,candidate3Domain,candidate3Query,candidate4Title,candidate4URL,candidate4Domain,candidate4Query,candidate5Title,candidate5URL,candidate5Domain,candidate5Query
6a04415ee4b07cca579ea09b,MAA DURGA COTTON PRIVATE LIMITED,https://NA,DNS_ERROR,CANDIDATES_FOUND,1,1,"MAA DURGA COTTON PRIVATE LIMITED, CIN, address, business and website",https://companies.dubleu.co/company/maa-durga-cotton-private-limited-U13111ME2026PTC474710,companies.dubleu.co,"""MAA DURGA COTTON PRIVATE LIMITED"" Nagpur",MAA DURGA COTTON PRIVATE LIMITED - maacraft,https://www.maacraft.in/maa-durga-cotton-private-limited/,maacraft.in,"""MAA DURGA COTTON PRIVATE LIMITED"" Nagpur","MAA DURGA COTTON PRIVATE LIMITED - Company Info, CIN, Directors",https://buysellprivatelimited.com/company/maa-durga-cotton-private-limited/U13111ME2026PTC474710,buysellprivatelimited.com,"""MAA DURGA COTTON PRIVATE LIMITED"" Nagpur",MAA DURGA COTTON PRIVATE LIMITED | CompFilings,https://compfilings.com/company/MAA-DURGA-COTTON-PRIVATE-LIMITED-U13111ME2026PTC474710,compfilings.com,"""MAA DURGA COTTON PRIVATE LIMITED"" Nagpur",MAA DURGA COTTON PRIVATE LIMITED - foodlandhomes.com,https://www.foodlandhomes.com/maa-durga-cotton-private-limited/,foodlandhomes.com,"""MAA DURGA COTTON PRIVATE LIMITED"" Nagpur"
6a040808e4b07cca579d96f9,LANG DATA SOLUTIONS PRIVATE LIMITED,https://NA,DNS_ERROR,CANDIDATES_FOUND,6,6,"LANG DATA SOLUTIONS PRIVATE LIMITED - Company Info, CIN, Directors",https://buysellprivatelimited.com/company/lang-data-solutions-private-limited/U62099ME2026PTC474634,buysellprivatelimited.com,"""LANG DATA SOLUTIONS PRIVATE LIMITED"" Nagpur",,,,,,,,,,,,,,,,
6a016be6e4b07cca579bfeb5,MM WEALTH MULTIFARMING INDIA PRIVATE LIMITED,https://NA,DNS_ERROR,CANDIDATES_FOUND,6,4,Mm Wealth Multifarming India Private Limited,https://www.filesure.in/company/mm-wealth-multifarming-india-private-limited/U46302ME2026PTC474185?tab=about,filesure.in,"""MM WEALTH MULTIFARMING INDIA PRIVATE LIMITED"" Nagpur",,,,,,,,,,,,,,,,
69fdce47e4b07cca579b27d7,GAUDHAN GAU SANSTHAN PRIVATE LIMITED,https://www.gaudhangauseva.com,DNS_ERROR,CANDIDATES_FOUND,6,6,"GAUDHAN GAU SANSTHAN PRIVATE LIMITED, CIN, address, business and ...",https://companies.dubleu.co/company/gaudhan-gau-sansthan-private-limited-U01499PN2025PTC247986,companies.dubleu.co,"""GAUDHAN GAU SANSTHAN PRIVATE LIMITED"" Nagpur",,,,,,,,,,,,,,,,
69fdc7f2e4b07cca579b22d1,JAYSIS ISPAT PRIVATE LIMITED,https://jaysis.ai,DNS_ERROR,CANDIDATES_FOUND,1,1,JAYSIS ISPAT PRIVATE LIMITED MCA Profile | QorpIQ,https://qorpiq.com/company/jaysis-ispat-private-limited/U28999MH2023PTC398083,qorpiq.com,"""JAYSIS ISPAT PRIVATE LIMITED"" Nagpur",JAYSIS ISPAT PRIVATE LIMITED - credhive.in,https://www.credhive.in/ind/corporate/U28999MH2023PTC398083/JAYSIS%20ISPAT%20PRIVATE%20LIMITED/overview,credhive.in,"""JAYSIS ISPAT PRIVATE LIMITED"" Nagpur",JAYSIS ISPAT PRIVATE LIMITED - IndiaFilings,https://www.indiafilings.com/search/jaysis-ispat-private-limited-cin-U28999MH2023PTC398083,indiafilings.com,"""JAYSIS ISPAT PRIVATE LIMITED"" Nagpur",JAYSIS ISPAT PRIVATE LIMITED (U28999MH2023PTC398083) — Dire…,https://www.inspex.in/company/JAYSIS-ISPAT-PRIVATE-LIMITED-U28999MH2023PTC398083,inspex.in,"""JAYSIS ISPAT PRIVATE LIMITED"" Nagpur",Jaysis Ispat Private Limited - U28999mh2023ptc398083,https://www.instafinancials.com/company/jaysis-ispat-private-limited/U28999MH2023PTC398083/contact-us.html,instafinancials.com,"""JAYSIS ISPAT PRIVATE LIMITED"" Nagpur"
69f5d659e4b07cca5798b14d,MEDANOVA HEALTHTECH PRIVATE LIMITED,"https://www,medanova.in",DNS_ERROR,CANDIDATES_FOUND,6,6,Surgical Gloves Manufacturer in India Medical gloves supplier India ...,https://www.medanova.in/,medanova.in,"""MEDANOVA HEALTHTECH PRIVATE LIMITED"" Nagpur",MEDANOVA HEALTHTECH PRIVATE LIMITED - IndiaFilings,https://www.indiafilings.com/search/medanova-healthtech-private-limited-cin-U32509MH2025PTC464092,indiafilings.com,"""MEDANOVA HEALTHTECH PRIVATE LIMITED"" Nagpur",Medanova Healthtech Private Limited | Cin U32509mh2025ptc464092 ...,https://findocorp.com/company/U32509MH2025PTC464092/medanova-healthtech-private-limited,findocorp.com,"""MEDANOVA HEALTHTECH PRIVATE LIMITED"" LinkedIn","MEDANOVA HEALTHTECH PRIVATE LIMITED, CIN, address, business and website",https://companies.dubleu.co/company/medanova-healthtech-private-limited-U32509MH2025PTC464092,companies.dubleu.co,"""MEDANOVA HEALTHTECH PRIVATE LIMITED"" LinkedIn",MEDANOVA HEALTHTECH PRIVATE LIMITED - Profiles & Contacts - Crunchbase,https://www.crunchbase.com/organization/medanova-healthtech-private-limited/profiles_and_contacts,crunchbase.com,"""MEDANOVA HEALTHTECH PRIVATE LIMITED"" LinkedIn"
69f5b236e4b07cca5798a3d6,ORBSDIO PRIVATE LIMITED,"https://www.orbsdio.com , www.rento.life",DNS_ERROR,CANDIDATES_FOUND,6,1,ORBSDIO PRIVATE LIMITED - Crunchbase Company Profile & Funding,https://www.crunchbase.com/organization/orbsdio-private-limited,crunchbase.com,"""ORBSDIO PRIVATE LIMITED"" LinkedIn",ORBSDIO PRIVATE LIMITED (U62011ME2026PTC473819) — Directors…,https://www.inspex.in/company/ORBSDIO-PRIVATE-LIMITED-U62011ME2026PTC473819,inspex.in,"""ORBSDIO PRIVATE LIMITED"" LinkedIn",,,,,,,,,,,,
69ef3bfce4b07cca5795f5b2,BOTANIK ROOTS PRIVATE LIMITED,https://BOTANIK ROOTS PRIVATE LIMITED!,DNS_ERROR,CANDIDATES_FOUND,6,6,"BOTANIK ROOTS PRIVATE LIMITED, CIN, address, business and website",https://companies.dubleu.co/company/botanik-roots-private-limited-U01611MH2026PTC467386,companies.dubleu.co,"""BOTANIK ROOTS PRIVATE LIMITED"" Nagpur","Anurag Kundargi - Director Insights, Profile, and Associated Companies ...",https://www.filesure.in/director/anurag-kundargi/11522085,filesure.in,"""BOTANIK ROOTS PRIVATE LIMITED"" Nagpur",,,,,,,,,,,,
69d3b454e4b0eeff6308b973,VERTEX GOVERNANCE &amp; INFRA PRIVATE LIMITED,https://NA,DNS_ERROR,NO_CANDIDATES,6,0,,,,,,,,,,,,,,,,,,,,
69d3725ce4b03eeefb81169f,VEDANT SURGICAL PRIVATE LIMITED,https://VEDANT SURGICAL PRIVATE LIMITED,DNS_ERROR,CANDIDATES_FOUND,5,5,"VEDANT SURGICAL PRIVATE LIMITED - Company Info, CIN, Directors",https://buysellprivatelimited.com/company/vedant-surgical-private-limited/U46596MH2023PTC398861,buysellprivatelimited.com,"""VEDANT SURGICAL PRIVATE LIMITED"" Nagpur","VEDANT SURGICAL PRIVATE LIMITED, CIN, address, business and website",https://companies.dubleu.co/company/vedant-surgical-private-limited-U46596MH2023PTC398861,companies.dubleu.co,"""VEDANT SURGICAL PRIVATE LIMITED"" Nagpur",VEDANT SURGICAL PRIVATE LIMITED - U46596MH2023PTC398861 - InstaFinancials,https://www.instafinancials.com/company/vedant-surgical-private-limited-U46596MH2023PTC398861,instafinancials.com,"""VEDANT SURGICAL PRIVATE LIMITED"" Nagpur",CIN Details | VEDANT SURGICAL PRIVATE LIMITED,https://cin.iadv.io/VEDANT-SURGICAL-PRIVATE-LIMITED-U46596MH2023PTC398861/,cin.iadv.io,"""VEDANT SURGICAL PRIVATE LIMITED"" official website","Vedant Surgical Private Limited - Company, Directors, Charges and ...",https://www.filesure.in/company/vedant-surgical-private-limited/U46596MH2023PTC398861?tab=about,filesure.in,"""VEDANT SURGICAL PRIVATE LIMITED"" founder"
69cc14f0e4b0c26a547102df,ORGABIA PRIVATE LIMITED,https://Under Development,DNS_ERROR,NO_CANDIDATES,6,0,,,,,,,,,,,,,,,,,,,,
69cb92e4e4b0c26a5470ae77,SAFECARE GASOLINE PRIVATE LIMITED,https://NA,DNS_ERROR,CANDIDATES_FOUND,2,2,"SAFECARE GASOLINE PRIVATE LIMITED Company Profile | Nagpur, Maharashtra ...",https://www.dnb.com/business-directory/company-profiles.safecare_gasoline_private_limited.cb7a94f40d43a464b0d1ff196ee62ab6.html,dnb.com,"""SAFECARE GASOLINE PRIVATE LIMITED"" Nagpur",SAFECARE GASOLINE PRIVATE LIMITED - IndiaFilings,https://www.indiafilings.com/search/safecare-gasoline-private-limited-cin-U11201MH2019PTC330534,indiafilings.com,"""SAFECARE GASOLINE PRIVATE LIMITED"" Nagpur",SAFECARE GASOLINE PRIVATE LIMITED - U11201MH2019PTC330534 - InstaFinancials,https://www.instafinancials.com/company/safecare-gasoline-private-limited-U11201MH2019PTC330534/company-overview,instafinancials.com,"""SAFECARE GASOLINE PRIVATE LIMITED"" Nagpur",SAFECARE GASOLINE PRIVATE LIMITED - credhive.in,https://www.credhive.in/ind/corporate/U11201MH2019PTC330534/SAFECARE%2525252520GASOLINE%2525252520PRIVATE%2525252520LIMITED/overview,credhive.in,"""SAFECARE GASOLINE PRIVATE LIMITED"" Nagpur","Safecare Gasoline Private Limited - Company Details, CIN, Directors ...",https://www.registerkaro.in/company/safecare-gasoline-private-limited-U11201MH2019PTC330534,registerkaro.in,"""SAFECARE GASOLINE PRIVATE LIMITED"" website"
69c9e6cde4b0c26a546fc8da,AVENAA HOSPITALITY MANAGEMENT PRIVATE LIMITED,https://NA,DNS_ERROR,CANDIDATES_FOUND,1,1,Avenaa Hospitality Management Private Limited,https://companies.dubleu.co/company/avenaa-hospitality-management-private-limited-U55101MH2026PTC466811,companies.dubleu.co,"""AVENAA HOSPITALITY MANAGEMENT PRIVATE LIMITED"" Nagpur",Avenaa Hospitality Management Private Limited,https://buysellprivatelimited.com/company/avenaa-hospitality-management-private-limited/U55101MH2026PTC466811,buysellprivatelimited.com,"""AVENAA HOSPITALITY MANAGEMENT PRIVATE LIMITED"" Nagpur",Avenaa Hospitality Management Private Limited | Cin ...,https://findocorp.com/company/U55101MH2026PTC466811/avenaa-hospitality-management-private-limited,findocorp.com,"""AVENAA HOSPITALITY MANAGEMENT PRIVATE LIMITED"" Nagpur",Avenaa Hospitality Management Private Limited,https://www.filesure.in/company/avenaa-hospitality-management-private-limited/U55101MH2026PTC466811?tab=about,filesure.in,"""AVENAA HOSPITALITY MANAGEMENT PRIVATE LIMITED"" Nagpur",Avenaa Hospitality Management Private Limited (U55101mh2026…,https://www.inspex.in/company/AVENAA-HOSPITALITY-MANAGEMENT-PRIVATE-LIMITED-U55101MH2026PTC466811,inspex.in,"""AVENAA HOSPITALITY MANAGEMENT PRIVATE LIMITED"" Nagpur"
69c4ef51e4b0c26a546dd0fd,ULHAS ENTERPRISES PRIVATE LIMITED,https://NIL,DNS_ERROR,CANDIDATES_FOUND,1,1,ULHAS ENTERPRISES PRIVATE LIMITED MCA Profile | QorpIQ,https://qorpiq.com/company/ulhas-enterprises-private-limited/U42909MH2025PTC463816,qorpiq.com,"""ULHAS ENTERPRISES PRIVATE LIMITED"" Nagpur","ULHAS ENTERPRISES PRIVATE LIMITED - Company Info, CIN, Directors",https://buysellprivatelimited.com/company/ulhas-enterprises-private-limited/U42909MH2025PTC463816,buysellprivatelimited.com,"""ULHAS ENTERPRISES PRIVATE LIMITED"" Nagpur","Ulhas Enterprises Private Limited - Company, Directors, Charges and ...",https://www.filesure.in/company/ulhas-enterprises-private-limited/U42909MH2025PTC463816?tab=about,filesure.in,"""ULHAS ENTERPRISES PRIVATE LIMITED"" Nagpur","ULHAS ENTERPRISES PRIVATE LIMITED, CIN, address, business and website",https://companies.dubleu.co/company/ulhas-enterprises-private-limited-U42909MH2025PTC463816,companies.dubleu.co,"""ULHAS ENTERPRISES PRIVATE LIMITED"" Nagpur",ULHAS ENTERPRISES PRIVATE LIMITED | CompFilings,https://compfilings.com/company/ULHAS-ENTERPRISES-PRIVATE-LIMITED-U42909MH2025PTC463816,compfilings.com,"""ULHAS ENTERPRISES PRIVATE LIMITED"" Nagpur"
69bbf4d2e4b0b7e5b72ffba9,SKAND INDUSTRIES PRIVATE LIMITED,https://N/A,DNS_ERROR,CANDIDATES_FOUND,6,6,SKAND INDUSTRIES PRIVATE LIMITED MCA Profile | QorpIQ,https://qorpiq.com/company/skand-industries-private-limited/U26309MH2026PTC466011,qorpiq.com,"""SKAND INDUSTRIES PRIVATE LIMITED"" Nagpur","SKAND INDUSTRIES PRIVATE LIMITED - Company Info, CIN, Directors",https://buysellprivatelimited.com/company/skand-industries-private-limited/U26309MH2026PTC466011,buysellprivatelimited.com,"""SKAND INDUSTRIES PRIVATE LIMITED"" Nagpur","Skand Industries Private Limited - Company, Directors, Charges and ...",https://www.filesure.in/company/skand-industries-private-limited/U26309MH2026PTC466011?tab=about,filesure.in,"""SKAND INDUSTRIES PRIVATE LIMITED"" Nagpur",SKAND INDUSTRIES PRIVATE LIMITED - inspex,https://www.inspex.in/company/SKAND-INDUSTRIES-PRIVATE-LIMITED-U26309MH2026PTC466011,inspex.in,"""SKAND INDUSTRIES PRIVATE LIMITED"" Nagpur",,,,
69b947c7e4b0b7e5b72ef38b,BANS LIFESTYLE PRIVATE LIMITED,https://NA,DNS_ERROR,CANDIDATES_FOUND,6,6,"BANS LIFESTYLE PRIVATE LIMITED - Company Info, CIN, Directors",https://buysellprivatelimited.com/company/bans-lifestyle-private-limited/U47711MH2026PTC466483,buysellprivatelimited.com,"""BANS LIFESTYLE PRIVATE LIMITED"" Nagpur","Bans Lifestyle Private Limited - Company, Directors, Charges and ...",https://www.filesure.in/company/bans-lifestyle-private-limited/U47711MH2026PTC466483?tab=about,filesure.in,"""BANS LIFESTYLE PRIVATE LIMITED"" Nagpur",BANS LIFESTYLE PRIVATE LIMITED - Di… | inspex,https://www.inspex.in/company/BANS-LIFESTYLE-PRIVATE-LIMITED-U47711MH2026PTC466483,inspex.in,"""BANS LIFESTYLE PRIVATE LIMITED"" Nagpur",,,,,,,,
69aea5ebe4b0b7e5b72ba75f,FALCON BUILDSYS STRUCTURES (OPC) PRIVATE LIMITED,https://NA,DNS_ERROR,NO_CANDIDATES,6,0,,,,,,,,,,,,,,,,,,,,
69abdeace4b0b7e5b72aec3a,LOGISTIKAS LOGISOL GLOBAL PRIVATE LIMITED,https://logistikaslogisol.com,DNS_ERROR,CANDIDATES_FOUND,1,1,Logistikas Logisol Global Private Limited,https://buysellprivatelimited.com/company/logistikas-logisol-global-private-limited/U52290MH2025PTC444017,buysellprivatelimited.com,"""LOGISTIKAS LOGISOL GLOBAL PRIVATE LIMITED"" Nagpur",LOGISTIKAS LOGISOL GLOBAL PRIVATE LIMITED - zauba.company,https://zauba.company/company/logistikas_logisol_global_private_limited/U52290MH2025PTC444017,zauba.company,"""LOGISTIKAS LOGISOL GLOBAL PRIVATE LIMITED"" Nagpur",Logistikas Logisol Global Private Limited | Company Details,https://www.allindiaitr.com/company/logistikas-logisol-global-private-limited/U52290MH2025PTC444017,allindiaitr.com,"""LOGISTIKAS LOGISOL GLOBAL PRIVATE LIMITED"" Nagpur",LOGISTIKAS LOGISOL GLOBAL PRIVATE LIMITED - qorpiq.com,https://qorpiq.com/company/logistikas-logisol-global-private-limited/U52290MH2025PTC444017,qorpiq.com,"""LOGISTIKAS LOGISOL GLOBAL PRIVATE LIMITED"" Nagpur",LOGISTIKAS LOGISOL GLOBAL PRIVATE LIMITED - filesure.in,https://www.filesure.in/company/logistikas-logisol-global-private-limited/U52290MH2025PTC444017?tab=about,filesure.in,"""LOGISTIKAS LOGISOL GLOBAL PRIVATE LIMITED"" Nagpur"
69a969aae4b0b7e5b72a19a0,SMART TAX &amp; FINANCIAL SOLUTIONS (OPC) PRIVATE LIMITED,https://NA,DNS_ERROR,NO_CANDIDATES,6,0,,,,,,,,,,,,,,,,,,,,
69a28d06e4b0b7e5b72817b7,CHEMKIND INDUSTRIES LLP,https://NO,DNS_ERROR,NO_CANDIDATES,6,0,,,,,,,,,,,,,,,,,,,,
69a17f27e4b0b7e5b727ba06,SOUVIY GREEN PRIVATE LIMITED,https://NA,DNS_ERROR,NO_CANDIDATES,6,0,,,,,,,,,,,,,,,,,,,,
699c53dae4b0a68b6c7eab5d,CLIPCRAFTERZZ LLP,https://NIL,DNS_ERROR,NO_CANDIDATES,6,0,,,,,,,,,,,,,,,,,,,,
69998118e4b0a68b6c7d4591,SLURP DADDY LLP,https://No Website,DNS_ERROR,CANDIDATES_FOUND,6,6,SLURP DADDY LLP MCA Profile | QorpIQ,https://qorpiq.com/company/slurp-daddy-llp/ACQ-2179,qorpiq.com,"""SLURP DADDY LLP"" Nagpur",Slurp Daddy Llp Logo SVG Vectors and Icons - SVG Repo,https://www.svgrepo.com/vectors/slurp-daddy-llp-logo/,svgrepo.com,"""SLURP DADDY LLP"" website","Kunal Narayan Gangwani - Director Insights, Profile, and Associated ...",https://www.filesure.in/director/kunal-narayan-gangwani/11217541,filesure.in,"""SLURP DADDY LLP"" website",,,,,,,,
698df049e4b0a68b6c78ff21,ASHIRWAD PLASTINDIA PRIVATE LIMITED,https://NONE,DNS_ERROR,CANDIDATES_FOUND,3,3,ASHIRWAD PLASTINDIA PRIVATE LIMITED Company Profile | Nagpur ...,https://www.dnb.com/business-directory/company-profiles.ashirwad_plastindia_private_limited.ce200bd395c464f71968da5a4cd7cb9d.html,dnb.com,"""ASHIRWAD PLASTINDIA PRIVATE LIMITED"" Nagpur",Ashirwad Plastindia Private Limited | Company Details,https://www.allindiaitr.com/company/ashirwad-plastindia-private-limited/U25209MH2020PTC346258,allindiaitr.com,"""ASHIRWAD PLASTINDIA PRIVATE LIMITED"" Nagpur",Ashirwad Plastindia Private Limited - Company overview,https://www.infyner.com/company/ashirwad-plastindia-private-limited/U25209MH2020PTC346258,infyner.com,"""ASHIRWAD PLASTINDIA PRIVATE LIMITED"" Nagpur",Ashirwad Plastindia Private Limited Company Profile - Business Profile ...,https://info.edgeinsights.in/company/Ashirwad-Plastindia-Private-Limited/403191,info.edgeinsights.in,"""ASHIRWAD PLASTINDIA PRIVATE LIMITED"" website",ASHIRWAD PLASTINDIA PRIVATE LIMITED - Company Profile | MasterData,https://masterdata.in/company/ashirwad_plastindia_private_limited/U25209MH2020PTC346258,masterdata.in,"""ASHIRWAD PLASTINDIA PRIVATE LIMITED"" official website"
698b0f6fe4b0a68b6c779f63,JOGO OVERSEAS PRIVATE LIMITED,https://NA,DNS_ERROR,CANDIDATES_FOUND,6,6,"Jogo Overseas Private Limited - Company, Directors, Charges and ...",https://www.filesure.in/company/jogo-overseas-private-limited/U46309MH2025PTC456815,filesure.in,"""JOGO OVERSEAS PRIVATE LIMITED"" Nagpur",Jogo Overseas Private Limited - 27AAHCJ0590L1Z8 - Maharashtra - Know ...,https://www.knowyourgst.com/gst-number-search/jogo-overseas-private-limited-27AAHCJ0590L1Z8/,knowyourgst.com,"""JOGO OVERSEAS PRIVATE LIMITED"" Nagpur",,,,,,,,,,,,
