startupId,startupName,originalWebsite,searchQueries,candidateURLs,candidateScores,verifiedWebsite,emails,phones,linkedin,status,searchEngine,verificationMethod,notes
6a47ae7ee4b0359e44e31356,SOMYA INTEGRATED SAFETY SECURITY SERVICES LLP,https://www.sismultipurposeservices.com,"""SOMYA INTEGRATED SAFETY SECURITY SERVICES LLP"" official website | ""SOMYA INTEGRATED SAFETY SECURITY SERVICES LLP"" website | ""SOMYA INTEGRATED SAFETY SECURITY SERVICES LLP"" Nagpur website | ""SOMYA INTEGRATED SAFETY SECURITY SERVICES LLP"" Maharashtra website",,,,,,,NO_CONFIDENT_WEBSITE,Google/Bing,,Search candidates were not strong enough to confidently identify the official website
6a43c29fe4b0359e44e1d2d8,VRAJA CREATION LLP,https://NIL,"""VRAJA CREATION LLP"" official website | ""VRAJA CREATION LLP"" website | ""VRAJA CREATION LLP"" Nagpur website | ""VRAJA CREATION LLP"" Maharashtra website",,,,,,,NO_CONFIDENT_WEBSITE,Google/Bing,,Search candidates were not strong enough to confidently identify the official website
6a435996e4b0359e44e19037,SMKJ BEVERAGES LLP,https://NA,"""SMKJ BEVERAGES LLP"" official website | ""SMKJ BEVERAGES LLP"" website | ""SMKJ BEVERAGES LLP"" Nagpur website | ""SMKJ BEVERAGES LLP"" Maharashtra website",,,,,,,NO_CONFIDENT_WEBSITE,Google/Bing,,Search candidates were not strong enough to confidently identify the official website
6a425805e4b0359e44e14a4d,SWAZTHI ENTERPRISES LLP,https://NA,"""SWAZTHI ENTERPRISES LLP"" official website | ""SWAZTHI ENTERPRISES LLP"" website | ""SWAZTHI ENTERPRISES LLP"" Nagpur website | ""SWAZTHI ENTERPRISES LLP"" Maharashtra website",,,,,,,NO_CONFIDENT_WEBSITE,Google/Bing,,Search candidates were not strong enough to confidently identify the official website
